speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ross',8,b'Okay?',neutral,neutral,br,qy,ad,qy,b,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Rachel',9,b'Thank you.  Oww!!!! God!',surprise,negative,ba,fc,ft,fp,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',10,"b'What?! I wh-, what\xc2\x92s wrong?'",fear,negative,qh,qh,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',11,"b'I\xc2\x92m sorry, I just can\xc2\x92t go to the hospital lookin\xc2\x92 like this.'",disgust,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'TV Announcer',0,"b'Pete Becker is circling the ring now. It looks like, he\xc2\x92s just trying to feel him out. Oh, Bruiser is just...'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Chandler',1,"b'Run! Run you crazy, rich freak!'",fear,negative,qy^d,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Rachel',2,"b'Oh, I can\xc2\x92t watch this.'",fear,negative,sd,sd,^q,sd,ba,sd,AllNotMatch,NotConMatch,ConfMatchSecond124
b'Joey',3,"b'Check it out, he\xc2\x92s winning!  Pete\xc2\x92s winning!'",surprise,positive,ad,ad,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Monica',4,b'Really?!',surprise,positive,bh,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',5,b'No-o-o!!',fear,negative,ba,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'TV Announcer',6,"b'Uh-oh, Bruiser has Becker on the canvas and is going for his favourite area.'",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'All',7,b'Oh! Oh!',disgust,negative,ba,ba,b,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',8,"b'Wait, if that\xc2\x92s his favourite area, why is he being so mean to it?'",surprise,negative,qy,qy,qy,qw,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',9,"b'Well, this is ironic.'",surprise,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ross',10,"b'Of your last two boyfriends, Richard didn\xc2\x92t want to have kids, and from the looks of it, now Pete can\xc2\x92t.'",neutral,neutral,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',0,"b'Dude, you don\xc2\x92t have to brag! We got nothing here!!'",anger,negative,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Chandler',0,b'Should we tell Rachel there\xc2\x92s an empty private room right next door to hers?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Monica',1,"b'We could, or we can have sex in it.'",joy,positive,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Chandler',2,"b'Well let me think about that, while I remove my pants!'",joy,positive,sd,sd,ad,ad,ad,ad,AllNotMatch,ConMatch,NotMatch
b'Rachel',0,b'I thought I was a complete idiot.',surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',1,"b'Hey, I\xc2\x92m with you. He even asked me if I thought you\xc2\x92d go out with him.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',2,"b'Oh! Oh, I think I\xc2\x92m gonna throw up a little bit. What did you say?'",disgust,negative,fc,qy,^q,qw,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',3,b'I said no.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',4,b'What?!',surprise,positive,qw,qy,^q,qw,br,qw,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Joey',5,b'What? I\xc2\x85I just figured since you\xc2\x92re pregnant you\xc2\x92re not gonna be seeing people.',surprise,negative,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Rachel',6,"b'Okay Joey, first of all Kash Ford is not people. Second of all, what did he say when you told him I was pregnant?'",anger,negative,sv,sd,sd,sd,ny,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',7,b'I didn\xc2\x92t tell him. I didn\xc2\x92t know if you were telling people. This is back when I thought Kash was still people.',neutral,neutral,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',8,"b'Good-good, don\xc2\x92t tell him. Don\xc2\x92t tell him. Just have him call me okay?'",fear,negative,fc,ad,^q,^q,fc,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Joey',9,"b'Rach look, I really don\xc2\x92t think that\xc2\x92s such a great'",sadness,negative,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',10,"b'Okay, you go do it! I\xc2\x92ll come back to that set! I\xc2\x92ll meet more actors! I\xc2\x92ll meet \xc2\x91em all!'",joy,positive,ad,ad,fc,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',0,"b'Ohh, here you are. I was looking for you before. Joshua\xc2\x92s gone so you and Emily are free to go.'",neutral,neutral,sd,sd,ad,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',1,b'That\xc2\x92s okay.',neutral,neutral,"fo_o_fw_""_by_bc",sv,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ross',2,"b'She\xc2\x92s still in there enjoying her fake party and uh, it\xc2\x92s too late to do any of the things I had planned, so'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',0,b'Ah! Ah! I forgot my jacket!',anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'You tell them to wait!',anger,negative,ad,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',2,b'Okay. Wait! Wait!',neutral,neutral,"fo_o_fw_""_by_bc","fo_o_fw_""_by_bc",ad,ad,bk,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ross',3,b'Emily.',neutral,neutral,sd,sd,sd,fc,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',4,b'Oh no-no-no! Oh-no!  No! No! Emily!',anger,negative,aa,ar,"fo_o_fw_""_by_bc",fc,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Monica',0,b'Hey. Call me when you get there. Okay?',neutral,neutral,fc,qy,ad,sv,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',1,b'Okay.',neutral,neutral,b,b,aa,fc,b,xx,AllNotMatch,NotConMatch,NotMatch
b'The Hot Girl',0,"b""I know. You're the guy who wouldn't chip in for the handyman.""",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'Nevermind!',anger,negative,ba,sd,ba,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'The Hot Girl',2,"b'No, I-I actually thought it was unfair the way everyone reacted. I mean you had just moved in.'",neutral,neutral,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'The Hot Girl',3,b'Jen.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',4,"b'Jen, I know this may sound a little\xc2\x85 But uh, would you maybe wanna grab a cup of coffee sometime, or'",neutral,neutral,sv,qy,sd,qy,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Jen',5,b'Sure! That would be nice.',joy,positive,ba,ba,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ross',6,b'Umm?',neutral,neutral,br,br,fp,br,b,br,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Jen',7,b'Oh! My number is on there.  Give me a call.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',8,b'I will give you a call.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Jen',9,"b""I'll see you later.""",neutral,neutral,fc,sd,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',10,b'Okay!',joy,positive,"fo_o_fw_""_by_bc","fo_o_fw_""_by_bc",fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Jen',11,b'I forgot my paper.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Chandler',0,"b'Here we go. Okay, brace yourselves.'",neutral,neutral,fc,fc,fc,oo_co_cc,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',1,b'What?',neutral,neutral,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',2,b'Okay.',neutral,neutral,b,bk,b,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',3,b'Ow!',surprise,positive,br,^q,ad,^q,b^m,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',4,b'Aren\xc2\x92t you gonna go?',neutral,neutral,qy,^q,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Rachel',5,b'No. Thank you.',neutral,neutral,fc,fc,ft,fc,nn,fc,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Monica',6,"b'No, Rachel never pees in public restrooms.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',7,"b""Well, they never have any paper in there y'know. So my rule is \xc2\x91no tissue, no tuschy.\xc2\x92  Well, if everybody\xc2\x92s going.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',8,"b""No, y'know what don\xc2\x92t close it  \xc2\x91cause the... keys...are in there.""",neutral,neutral,sv,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Chandler',9,"b'Oh, no-no-no-no-no-no!!'",fear,negative,aa,ar,aa,nn,nn,nn,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',10,b'What\xc2\x92s going on?',neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Chandler',11,b'My lighter\xc2\x92s in there!',fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',0,b'I promise.',neutral,neutral,sd,sd,ba,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',1,"b'Although, don\xc2\x92t feel like you can\xc2\x92t visit.'",neutral,neutral,sv,sd,sv,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',2,"b'Hey, is, is, is Chandler here?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',3,"b'No, no he\xc2\x92s not.'",neutral,neutral,sd,sd,ng,ng,nn,ng,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Monica',4,"b'You guys, Joey just saw Janice kissing her ex-husband.'",surprise,negative,sd,qy^d,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ross',5,"b'What?  So what are you going to do? I mean how, how are you going to tell Chandler?'",surprise,negative,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Joey',6,"b'Well, I was thinking about that and I, I think the best way would be, to not.'",neutral,neutral,sd,sv,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Rachel',7,"b'Joey, you can\xc2\x92t keep this to yourself, if you know about this, you have to tell him.'",neutral,neutral,sd,qy^d,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Joey',8,"b'It\xc2\x92ll kill him. I mean it\xc2\x92ll, it\xc2\x92ll just kill him.'",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',9,"b'Well, you could wait \xc2\x91til I go to the dentist, maybe'",neutral,neutral,sd,sd,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Carol',0,"b'Hey, what are you doing here?'",neutral,neutral,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',1,"b'Well, oh just ah, I was just wondering, when you and I split up, did you get the tape that was half the last episode of'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Carol',2,"b'Ah yeah, but now it\xc2\x92s Susan and me in Mexico and the hostages coming home.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,b'Where\xc2\x92s Ben?',neutral,neutral,qy^d,qy,qy^d,qy,br,qy,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Carol',4,b'He\xc2\x92s sleeping.',neutral,neutral,sd,sd,na,sv,sd,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ross',5,"b'Ahh.  Ooh, is this a ah, is this a bad time?'",surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Carol',6,"b'Umm, yeah, actually, Susan\xc2\x92s gonna be home any minute, it\xc2\x92s kinda an anniversary.'",joy,positive,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',7,"b'Oh! I thought you guys got married in uh, January?'",surprise,negative,qy,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Carol',8,b'It\xc2\x92s not that kind of anniversary.',neutral,neutral,sd,sd,sd,qy^d,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',9,b'Ah!  Oh.',surprise,negative,b,ba,b,b,bk,b,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Carol',10,b'Sooo!! Anyway...',neutral,neutral,ba,b,ba,b^m,bf,ba,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Monica',0,b'Where are we gonna find a tiny little hat?',neutral,neutral,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Rachel',1,"b'Oh, oh, oh, I\xc2\x92ll get \xc2\x91Rainy Day Bear\xc2\x92!!'",joy,positive,"fo_o_fw_""_by_bc",ba,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',2,"b'Because he\xc2\x92ll know what to do?  Oh my God, you\xc2\x92re a genius!'",joy,positive,sd,sd,sd,sd,qy^d,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Rachel',3,"b'Oh God, oh God, it\xc2\x92s sowed on though.'",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',4,b'Give it. Give it.',neutral,neutral,ad,sd,fc,^q,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',5,b'Okay.',neutral,neutral,b,bk,fc,"fo_o_fw_""_by_bc",fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Monica and Rachel',6,b'Oh!!',surprise,negative,ba,b,fc,ba,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',7,"b'Oh, it\xc2\x92s just like a bloodbath in here today.'",sadness,negative,sd,sv,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ross',0,b'Please. This is so your fault.',anger,negative,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Susan',1,"b'How, how is this my fault?'",surprise,negative,qw,qh,qw,qh,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',2,"b'Look, Carol never threw me out of a room before you came along.'",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Susan',3,"b""Yeah? Well, there's a lot of things Carol never did before I came along.""",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',6,"b""Hey, hey, ok, all right, that's it!""",anger,negative,sd,sd,ba,ba,sv,ba,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Phoebe',7,b'Get in here.',anger,negative,^2,^q,ad,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Phoebe',8,b'Come on.',neutral,neutral,"fo_o_fw_""_by_bc",ad,ad,ad,fc,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',9,"b""My god, you guys, I don't believe you.""",anger,negative,sv,sv,sd,sv,fc,sv,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Phoebe',10,b'There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing.',anger,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Phoebe',11,"b'So just stop all the yelling, just stop it!'",anger,negative,sd,sv,sv,ad,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',12,"b'Yeah, Susan.'",neutral,neutral,b,sd,aa,aa,fc,aa,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Phoebe',13,"b""Don't make me do this again, I don't like my voice like this.""",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',14,"b'Ok, who wants to hear something ironic?'",neutral,neutral,qy,qy,ad,qy,qh,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',0,"b'Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?""'",surprise,negative,qw,sd,ad,qy,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',1,b'I didn\xc2\x92t do that! Who would\xc2\x92ve done that?!',surprise,negative,qy,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'The Dry Cleaner',2,b'Son of a bitch!',anger,negative,br,sd,ba,^q,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',3,"b'Okay, maybe ask this guy.'",neutral,neutral,fc,ad,^q,sd,ad,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',0,"b'Oh, did I not mention? Carl is a guy I hired to be my identical twin for a medical research project.'",neutral,neutral,qy,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Chandler',1,"b'Y\xc2\x92know sometimes the good ideas are just right in front of you, aren\xc2\x92t they?'",joy,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',2,"b'Okay, I know it sounds crazy, but I think it might work. Y\xc2\x92know? The only problem is, Carl\xc2\x92s acting is'",neutral,neutral,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Monica',3,b'The',neutral,neutral,x,%,%,sd,x,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',4,"b'Yeah, he\xc2\x92s the reason I didn\xc2\x92t get that big'",neutral,neutral,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Carl',5,"b'Hey, uh can I get a little piece of that cake?'",neutral,neutral,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Joey',6,b'Pizza!! We like Pizza!! Get out!!!',anger,negative,sd,^q,sd,b^m,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Waitress',0,"b'Hey Monica, there\xc2\x92s a customer who wants to complement the chef, should I let him in?'",neutral,neutral,qy,sd,qy,sd,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Monica',1,"b'Sure, I love this part!'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Waitress',2,b'Come on in.',neutral,neutral,sd,^q,ad,ad,bk,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Joey',0,"b'Really? In the moment, I really wanted to kiss you too. In the moment.'",joy,positive,sd,sd,ad,sd,fc,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Janine',1,"b'In the moment, yeah.'",neutral,neutral,aa,sd,ad,sd,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',2,b'But only in the moment. So do ya wanna kiss again?',joy,positive,qy,sd,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Janine',3,"b'Sure, New Year\xc2\x92s Eve is only two weeks away. Can you wait?'",neutral,neutral,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Joey',4,b'No.',neutral,neutral,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Janine',5,b'Me neither.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',6,"b'3, 2,'",neutral,neutral,sd,sv,b^m,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Janine',7,"b'Joey, you don\xc2\x92t have to count down every time we kiss.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',8,"b'Uh, yeah, okay. Except I sorta felt like I needed a couple of seconds to get ready.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',0,b'Alright. Phoebe?',neutral,neutral,fc,qy,ad,qy^d,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',1,"b'Okay, okay.'",neutral,neutral,b,bk,b,na,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',2,"b'If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!'",joy,positive,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',3,"b'Yeah, see.. you took mine. Chandler, what about you?'",neutral,neutral,fc,qy,qy,qo,qh,xx,AllNotMatch,NotConMatch,NotMatch
b'Chandler',4,"b""Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.""",neutral,neutral,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',5,"b'See, there\'s always one guy.  ""If I had a wish, I\'d wish for three more wishes.""'",disgust,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'All',6,"b'Hey Joey. Hi. Hey, buddy.'",neutral,neutral,fc,fc,ba,b,b,b,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Monica',7,"b'Hey, Joey, what would you do if you were omnipotent?'",neutral,neutral,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Joey',8,b'Probably kill myself!',sadness,negative,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Monica',9,b'..Excuse me?',surprise,positive,br,br,ad,qy,br,br,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Joey',10,"b""Hey, if Little Joey's dead, then I got no reason to live!""",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',11,"b'Joey, uh-'",surprise,positive,b^m,bf,fp,b,fp,fp,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Joey',12,b'You',neutral,neutral,sd,fc,sv,fc,sd,fc,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Kate',0,b'I\xc2\x92m sorry.',sadness,negative,ba,sd,br,fc,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Stage Manager',0,"b'Joey, onstage!'",anger,negative,fc,sd,fc,qy^d,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',1,b'Well can you at least stay to the end of the play?',sadness,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',2,"b'I mean, I\xc2\x92ll go to the airport with ya, I-I wanna say good bye.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Lauren',3,b'Where are you Vic?',neutral,neutral,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Kate',4,b'Flight\xc2\x92s in an hour. I-I gotta go.',sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Lauren',5,b'Vic! Vic!',anger,negative,fp,sd,ba,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',6,b'In a minute!!',anger,negative,br,sd,ad,t3,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Lauren',7,b'So this is it? Victor?',sadness,negative,qw,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Joey',8,"b'Yeah, I guess it is.'",sadness,negative,sv,sv,na,na,ny,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Joey',9,"b'Listen, I ah, I gotta say good bye, and-and I gotta say it quick \xc2\x91cause this is killing me.'",sadness,negative,fc,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Joey',10,"b'One thing you gotta know, is that I will never forget you.'",sadness,negative,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',11,"b'But, you\xc2\x92ve got things you have to do now, and so do I.'",sadness,negative,sd,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',12,"b'And so\xc2\x85 I\xc2\x92m gonna get on this spaceship,  and I\xc2\x92m gonna go to Blargon 7 in search of alternative fuels.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',13,"b'But when I return, 200 years from now, you\xc2\x92ll be long gone.'",sadness,negative,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',14,b'But I won\xc2\x92t have aged at all.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',15,"b'So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I\xc2\x92m gonna want to meet her.'",neutral,neutral,sd,ad,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Lauren',16,"b'So long, Vic!'",sadness,negative,br,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Rachel',0,b'Nooo Way! The most romantic song ever is',neutral,neutral,sv,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',1,"b'See, I-I think that one that Elton John wrote for, um, that guy on'",neutral,neutral,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Rachel',2,"b'What song was that, Pheebs?'",neutral,neutral,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Phoebe',3,b'Hi Monica!',joy,positive,fp,sd,fp,fp,sd,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',4,b'Hey Mon!',joy,positive,ba,ad,fp,fp,ba,fp,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Rachel',5,b'Hey Mon!',joy,positive,ba,ad,fp,fc,fp,fp,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',6,"b'Oh my God, has she slept at all?'",surprise,negative,qy,sd,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
